aardvark, UKPRON, ˈɑːd.vɑːk
persecuting, REF, persecute
persecute, UKPRON, ˈpɜː.sɪ.kjuːt
persecution, UKPRON, ˌpɜː.sɪˈkjuː.ʃən
persecutions, REF, persecution
persecution, UKPRON, ˌpɜː.sɪˈkjuː.ʃən
persecutor, UKPRON, ˈpɜː.sɪ.kjuː.tər
persecutors, REF, persecutor
persecutor, UKPRON, ˈpɜː.sɪ.kjuː.tər
perseverance, UKPRON, ˌpɜː.sɪˈvɪə.rəns
persevere, UKPRON, ˌpɜː.sɪˈvɪər
persevered, REF, persevere
persevere, UKPRON, ˌpɜː.sɪˈvɪər
perseveres, REF, persevere
persevere, UKPRON, ˌpɜː.sɪˈvɪər
persevering, UKPRON, ˌpɜː.sɪˈvɪə.rɪŋ
perseveringly, NA, Not in dictionary
persia, REF, iran
iran, UKPRON, ɪˈrɑːn
persia, UKPRON, ˈpɜː.ʒə
persian, UKPRON, ˈpɜː.ʒən
persist, UKPRON, pəˈsɪst
persisted, REF, persist
persist, UKPRON, pəˈsɪst
persistence, UKPRON, pəˈsɪs.təns
persistent, UKPRON, pəˈsɪs.tənt
persistently, UKPRON, pəˈsɪs.tənt.li
persisting, REF, persist
persist, UKPRON, pəˈsɪst
persists, REF, persist
persist, UKPRON, pəˈsɪst
person, UKPRON, ˈpɜː.sən
person, UKPRON,  -pɜː.sən
persona, UKPRON, pəˈsəʊ.nə
personable, UKPRON, ˈpɜː.sən.ə.bəl
personae, REF, persona
persona, UKPRON, pəˈsəʊ.nə
personage, UKPRON, ˈpɜː.sən.ɪdʒ
personages, REF, personage
personage, UKPRON, ˈpɜː.sən.ɪdʒ
personal, UKPRON, ˈpɜː.sən.əl
personalisation, REF, personalization
personalization, UKPRON, ˌpɜːsənəlaɪˈzeɪʃən
personalise, REF, personalize
personalize, UKPRON, ˈpɜː.sən.əl.aɪz
personalised, REF, personalized
personalized, UKPRON, ˈpɜː.sən.əl.aɪz
personalising, REF, personalize
personalize, UKPRON, ˈpɜː.sən.əl.aɪz
personalities, REF, personality
personality, UKPRON, ˌpɜː.sənˈæl.ə.ti
personality, UKPRON, ˌpɜː.sənˈæl.ə.ti
personally, UKPRON, ˈpɜː.sən.əl.i
personification, UKPRON, pəˌsɒn.ɪ.fɪˈkeɪ.ʃən
personifications, REF, personification
personification, UKPRON, pəˌsɒn.ɪ.fɪˈkeɪ.ʃən
personified, UKPRON, pəˈsɒn.ɪ.faɪd
personifies, REF, personify
personify, UKPRON, pəˈsɒn.ɪ.faɪ
personify, UKPRON, pəˈsɒn.ɪ.faɪ
personifying, REF, personify
personify, UKPRON, pəˈsɒn.ɪ.faɪ
personnel, UKPRON, ˌpɜː.sənˈel
persons, REF, person
person, UKPRON, ˈpɜː.sən
person, UKPRON,  -pɜː.sən
perspective, UKPRON, pəˈspek.tɪv
perspectives, REF, perspective
perspective, UKPRON, pəˈspek.tɪv
perspex, UKPRON, ˈpɜː.speks
perspicacious, UKPRON, ˌpɜː.spɪˈkeɪ.ʃəs
perspicacity, UKPRON, ˌpɜː.spɪˈkæs.ə.ti
perspicuity, NA, Not in dictionary
perspicuous, UKPRON, pəˈspɪk.ju.əs
perspicuously, NA, Not in dictionary
perspiration, UKPRON, ˌpɜː.spərˈeɪ.ʃən
perspire, UKPRON, pəˈspaɪər
perspiring, REF, perspire
perspire, UKPRON, pəˈspaɪər
persuade, UKPRON, pəˈsweɪd
persuaded, REF, persuade
persuade, UKPRON, pəˈsweɪd
persuaders, NA, Not in dictionary
persuades, REF, persuade
persuade, UKPRON, pəˈsweɪd
persuading, REF, persuade
persuade, UKPRON, pəˈsweɪd
persuasion, UKPRON, pəˈsweɪ.ʒən
persuasions, REF, persuasion
persuasion, UKPRON, pəˈsweɪ.ʒən
persuasive, UKPRON, pəˈsweɪ.sɪv
persuasively, UKPRON, pəˈsweɪ.sɪv.li
persuasiveness, UKPRON, pəˈsweɪ.sɪv.nəs
pert, UKPRON, pɜːt
pertain, REF, pertain-to-sth
pertain-to-sth, UKPRON, pɜːˈteɪn
pertained, REF, pertain-to-something
pertain-to-something, NA, No UK prononciation
pertaining, REF, pertain-to-something
pertain-to-something, NA, No UK prononciation
pertains, REF, pertain-to-something
pertain-to-something, NA, No UK prononciation
perth, REF, perth-and-kinross
perth-and-kinross, UKPRON, ˌpɜːθ ən kɪnˈrɒs
pertinacious, UKPRON, ˌpɜː.tɪˈneɪ.ʃəs
pertinaciously, NA, Not in dictionary
pertinacity, NA, Not in dictionary
pertinence, UKPRON, ˈpɜː.tɪ.nəns
pertinent, UKPRON, ˈpɜː.tɪ.nənt
pertinently, NA, Not in dictionary
pertly, NA, Not in dictionary
pertness, NA, Not in dictionary
perturb, UKPRON, pəˈtɜːb
perturbation, UKPRON, ˌpɜː.təˈbeɪ.ʃən
perturbations, REF, perturbation
perturbation, UKPRON, ˌpɜː.təˈbeɪ.ʃən
perturbed, UKPRON, pəˈtɜːbd
perturbing, REF, perturb
perturb, UKPRON, pəˈtɜːb
peru, UKPRON, pəˈruː
perusal, UKPRON, pəˈruː.zəl
peruse, UKPRON, pəˈruːz
perused, REF, peruse
peruse, UKPRON, pəˈruːz
peruses, REF, peruse
peruse, UKPRON, pəˈruːz
perusing, REF, peruse
peruse, UKPRON, pəˈruːz
peruvian, UKPRON, pəˈruː.vi.ən
pervade, UKPRON, pəˈveɪd
pervaded, REF, pervade
pervade, UKPRON, pəˈveɪd
pervades, REF, pervade
pervade, UKPRON, pəˈveɪd
pervading, REF, pervade
pervade, UKPRON, pəˈveɪd
pervasive, UKPRON, pəˈveɪ.sɪv
pervasiveness, UKPRON, pəˈveɪ.sɪv.nəs
perverse, UKPRON, pəˈvɜːs
perversely, UKPRON, pəˈvɜːs.li
perverseness, NA, Not in dictionary
perversion, UKPRON, pəˈvɜː.ʒən
perversions, REF, perversion
perversion, UKPRON, pəˈvɜː.ʒən
perversity, UKPRON, pəˈvɜː.sə.ti
pervert, UKPRON, pəˈvɜːt
perverted, UKPRON, pəˈvɜː.tɪd
perverting, REF, pervert
pervert, UKPRON, pəˈvɜːt
perverts, REF, pervert
pervert, UKPRON, pəˈvɜːt
peseta, UKPRON, ˈpə.seɪ.tə
pesetas, REF, peseta
peseta, UKPRON, ˈpə.seɪ.tə
pesky, UKPRON, ˈpes.ki
pessimism, UKPRON, ˈpes.ɪ.mɪ.zəm
pessimist, UKPRON, ˈpes.ɪ.mɪst
pessimistic, UKPRON, ˌpes.ɪˈmɪs.tɪk
pessimistically, UKPRON, ˌpes.ɪˈmɪs.tɪ.kəl.i
pessimists, REF, pessimist
pessimist, UKPRON, ˈpes.ɪ.mɪst
pest, UKPRON, pest
pester, UKPRON, ˈpes.tər
pestered, REF, pester
pester, UKPRON, ˈpes.tər
pestering, REF, pester
pester, UKPRON, ˈpes.tər
pesticide, UKPRON, ˈpes.tɪ.saɪd
pesticides, REF, pesticide
pesticide, UKPRON, ˈpes.tɪ.saɪd
pestilence, UKPRON, ˈpes.tɪ.ləns
pestilent, NA, Not in dictionary
pestilential, NA, Not in dictionary
pestle, UKPRON, ˈpes.əl
pests, REF, pest
pest, UKPRON, pest
pet, UKPRON, pet
pet, UKPRON, ˌpiːˌiːˈtiː
petal, UKPRON, ˈpet.əl
petals, REF, petal
petal, UKPRON, ˈpet.əl
petard, REF, hoist
hoist, UKPRON, hɔɪst
petard, UKPRON, petˈɑːd
peter, UKPRON, ˈpiː.tə
petered, REF, peter-out
peter-out, UKPRON, ˈpiː.tər
petering, REF, peter-out
peter-out, UKPRON, ˈpiː.tər
peters, REF, peter
peter, UKPRON, ˈpiː.tə
pethidine, NA, Not in dictionary
petit, REF, petit-bourgeois
petit-bourgeois, UKPRON, ˌpet.i ˈbɔː.ʒwɑː
petite, UKPRON, pəˈtiːt
petition, UKPRON, pəˈtɪʃ.ən
petitioned, REF, petition
petition, UKPRON, pəˈtɪʃ.ən
petitioner, UKPRON, pəˈtɪʃ.ən.ər
petitioners, REF, petitioner
petitioner, UKPRON, pəˈtɪʃ.ən.ər
petitioning, REF, petition
petition, UKPRON, pəˈtɪʃ.ən
petitions, REF, petition
petition, UKPRON, pəˈtɪʃ.ən
petrel, UKPRON, ˈpet.rəl
petrels, REF, petrel
petrel, UKPRON, ˈpet.rəl
petrification, REF, petrifaction
petrifaction, UKPRON, ˌpet.rɪˈfæk.ʃən
petrified, UKPRON, ˈpet.rə.faɪd
petrifies, REF, petrify
petrify, UKPRON, ˈpet.rə.faɪ
petrify, UKPRON, ˈpet.rə.faɪ
petrifying, REF, petrify
petrify, UKPRON, ˈpet.rə.faɪ
petrochemical, UKPRON, ˌpet.rəʊˈkem.ɪ.kəl
petrochemicals, REF, petrochemical
petrochemical, UKPRON, ˌpet.rəʊˈkem.ɪ.kəl
petrographic, NA, Not in dictionary
petrographical, NA, Not in dictionary
petrol, UKPRON, ˈpet.rəl
petroleum, UKPRON, pəˈtrəʊ.li.əm
petrological, NA, Not in dictionary
petrology, NA, Not in dictionary
pets, REF, pet
pet, UKPRON, pet
pet, UKPRON, ˌpiːˌiːˈtiː
petted, REF, pet
pet, UKPRON, pet
pet, UKPRON, ˌpiːˌiːˈtiː
petticoat, REF, slip
slip, UKPRON, slɪp
petticoat, UKPRON, ˈpet.ɪ.kəʊt
petticoats, REF, petticoat
petticoat, REF, slip
slip, UKPRON, slɪp
petticoat, UKPRON, ˈpet.ɪ.kəʊt
pettier, REF, petty
petty, UKPRON, ˈpet.i
pettiest, REF, petty
petty, UKPRON, ˈpet.i
pettifoggers, NA, Not in dictionary
pettifogging, UKPRON, ˈpet.ɪˌfɒɡ.ɪŋ
pettiness, UKPRON, ˈpet.i.nəs
petting, REF, pet
pet, UKPRON, pet
pet, UKPRON, ˌpiːˌiːˈtiː
pettish, UKPRON, ˈpet.ɪʃ
pettishly, UKPRON, ˈpet.ɪʃ.li
pettishness, NA, Not in dictionary
petty, UKPRON, ˈpet.i
petulance, UKPRON, ˈpetʃ.ə.ləns
petulant, UKPRON, ˈpetʃ.ə.lənt
petulantly, UKPRON, ˈpetʃ.ə.lənt.li
petunia, UKPRON, pəˈtʃuː.ni.ə
petunias, REF, petunia
petunia, UKPRON, pəˈtʃuː.ni.ə
pew, UKPRON, pjuː
pews, REF, pew
pew, UKPRON, pjuː
pewter, UKPRON, ˈpjuː.tər
phalanx, UKPRON, ˈfæl.æŋks
phantasy, NA, Not in dictionary
phantom, UKPRON, ˈfæn.təm
phantoms, REF, phantom
phantom, UKPRON, ˈfæn.təm
pharaoh, UKPRON, ˈfeə.rəʊ
pharmaceutical, UKPRON, ˌfɑː.məˈsuː.tɪ.kəl
pharmaceuticals, REF, pharmaceutical
pharmaceutical, UKPRON, ˌfɑː.məˈsuː.tɪ.kəl
pharmacies, REF, pharmacy
pharmacy, UKPRON, ˈfɑː.mə.si
pharmacist, UKPRON, ˈfɑː.mə.sɪst
pharmacists, REF, pharmacist
pharmacist, UKPRON, ˈfɑː.mə.sɪst
pharmacological, UKPRON, ˌfɑː.mə.kəˈlɒdʒ.ɪ.kəl
pharmacologist, UKPRON, ˌfɑː.məˈkɒl.ə.dʒɪst
pharmacologists, REF, pharmacologist
pharmacologist, UKPRON, ˌfɑː.məˈkɒl.ə.dʒɪst
pharmacology, UKPRON, ˌfɑː.məˈkɒl.ə.dʒi
pharmacy, UKPRON, ˈfɑː.mə.si
pharynx, UKPRON, ˈfær.ɪŋks
phase, UKPRON, feɪz
phased, REF, phase
phase, UKPRON, feɪz
phases, REF, phase
phase, UKPRON, feɪz
phasing, REF, phase
phase, UKPRON, feɪz
pheasant, UKPRON, ˈfez.ənt
pheasants, REF, pheasant
pheasant, UKPRON, ˈfez.ənt
phenol, NA, Not in dictionary
phenols, NA, Not in dictionary
phenomena, REF, phenomenon
phenomenon, UKPRON, fəˈnɒm.ɪ.nən
phenomenal, UKPRON, fəˈnɒm.ɪ.nəl
phenomenally, UKPRON, fəˈnɒm.ɪ.nəl.i
phenomenological, NA, Not in dictionary
phenomenologically, NA, Not in dictionary
phenomenologists, REF, phenomenologist
phenomenologist, UKPRON, fəˌnɒm.ɪˈnɒl.ə.dʒɪst
phenomenology, UKPRON, fəˌnɒm.ɪˈnɒl.ə.dʒi
phenomenon, UKPRON, fəˈnɒm.ɪ.nən
phenotype, UKPRON, ˈfiː.nəʊ.taɪp
phenotypes, REF, phenotype
phenotype, UKPRON, ˈfiː.nəʊ.taɪp
phenylalanine, NA, Not in dictionary
pheromone, UKPRON, ˈfer.ə.məʊn
pheromones, REF, pheromone
pheromone, UKPRON, ˈfer.ə.məʊn
phew, UKPRON, fjuː
philanthropic, UKPRON, ˌfɪl.ənˈθrɒp.ɪk
philanthropist, UKPRON, fɪˈlæn.θrə.pɪst
philanthropists, REF, philanthropist
philanthropist, UKPRON, fɪˈlæn.θrə.pɪst
philanthropy, UKPRON, fɪˈlæn.θrə.pi
philatelic, NA, Not in dictionary
philatelists, REF, philatelist
philatelist, UKPRON, fɪˈlæt.əl.ɪst
philately, UKPRON, fɪˈlæt.əl.i
philharmonic, UKPRON, ˌfɪl.hɑːˈmɒn.ɪk
philistine, UKPRON, ˈfɪl.ɪ.staɪn
philistine, UKPRON, ˈfɪl.ɪ.staɪn
philological, UKPRON, ˌfɪl.əˈlɒdʒ.ɪ.kəl
philologist, NA, Not in dictionary
philologists, NA, Not in dictionary
philology, UKPRON, fɪˈlɒl.ə.dʒi
philosopher, UKPRON, fɪˈlɒs.ə.fər
philosophers, REF, philosopher
philosopher, UKPRON, fɪˈlɒs.ə.fər
philosophic, NA, Not in dictionary
philosophical, UKPRON, ˌfɪl.əˈsɒf.ɪ.kəl
philosophically, UKPRON, ˌfɪl.əˈsɒf.ɪ.kəl.i
philosophies, REF, philosophy
philosophy, UKPRON, fɪˈlɒs.ə.fi
philosophise, REF, philosophize
philosophize, UKPRON, fɪˈlɒs.ə.faɪz
philosophising, REF, philosophize
philosophize, UKPRON, fɪˈlɒs.ə.faɪz
philosophy, UKPRON, fɪˈlɒs.ə.fi
phlebotomy, UKPRON, flɪˈbɒt.ə.mi
phlegm, UKPRON, flem
phlegmatic, UKPRON, fleɡˈmæt.ɪk
phlegmatically, NA, Not in dictionary
phlogiston, NA, Not in dictionary
phlox, NA, Not in dictionary
phobia, UKPRON, ˈfəʊ.bi.ə
phobia, UKPRON, -ˈfəʊ.bi.ə
phobias, REF, phobia
phobia, UKPRON, ˈfəʊ.bi.ə
phobia, UKPRON, -ˈfəʊ.bi.ə
phobic, UKPRON, ˈfəʊ.bɪk
phoenix, UKPRON, ˈfiː.nɪks
phoenix, UKPRON, ˈfiː.nɪks
phoenixes, REF, phoenix
phoenix, UKPRON, ˈfiː.nɪks
phoenix, UKPRON, ˈfiː.nɪks
phone, UKPRON, fəʊn
phone, UKPRON, -fəʊn
phoned, REF, phone
phone, UKPRON, fəʊn
phone, UKPRON, -fəʊn
phoneme, UKPRON, ˈfəʊ.niːm
phonemes, REF, phoneme
phoneme, UKPRON, ˈfəʊ.niːm
phonemic, UKPRON, fəˈniːm.ɪk
phonemically, NA, Not in dictionary
phoner, NA, Not in dictionary
phones, REF, phone
phone, UKPRON, fəʊn
phone, UKPRON, -fəʊn
phonetic, UKPRON, fəˈnet.ɪk
phonetically, UKPRON, fəˈnet.ɪ.kəl.i
phoneticians, NA, Not in dictionary
phoneticist, NA, Not in dictionary
phonetics, UKPRON, fəˈnet.ɪks
phoney, UKPRON, ˈfəʊ.ni
phoneys, REF, phoney
phoney, UKPRON, ˈfəʊ.ni
phoning, REF, phone
phone, UKPRON, fəʊn
phone, UKPRON, -fəʊn
phonograph, REF, record-player
record-player, UKPRON, ˈrek.ɔːd ˌpleɪ.ər
phonograph, UKPRON, ˈfəʊ.nə.ɡrɑːf
phonographic, NA, Not in dictionary
phonological, UKPRON, ˌfɒn.əˈlɒdʒ.ɪ.kəl
phonologically, NA, Not in dictionary
phonology, UKPRON, fəˈnɒl.ə.dʒi
phonon, NA, Not in dictionary
phony, UKPRON, ˈfəʊ.ni
phooey, UKPRON, ˈfuː.i
phosphatase, UKPRON, ˈfɒs.fə.teɪz
phosphate, UKPRON, ˈfɒs.feɪt
phosphates, REF, phosphate
phosphate, UKPRON, ˈfɒs.feɪt
phosphatic, NA, Not in dictionary
phospholipids, NA, Not in dictionary
phosphor, NA, Not in dictionary
phosphorescence, UKPRON, ˌfɒs.fərˈes.əns
phosphorescent, UKPRON, ˌfɒs.fərˈes.ənt
phosphoric, UKPRON, fɒsˈfɒr.ɪk
phosphorous, REF, phosphoric
phosphoric, UKPRON, fɒsˈfɒr.ɪk
phosphors, NA, Not in dictionary
phosphorus, UKPRON, ˈfɒs.fər.əs
photo, UKPRON, ˈfəʊ.təʊ
photo, UKPRON, fəʊ.təʊ-
photocells, REF, photocell
photocell, UKPRON, ˈfəʊ.təʊ.sel
photochemical, UKPRON, ˌfəʊ.təʊˈkem.ɪ.kəl
photochemically, NA, Not in dictionary
photochemistry, NA, Not in dictionary
photocopied, REF, photocopy
photocopy, UKPRON, ˈfəʊ.təʊˌkɒp.i
photocopier, UKPRON, ˈfəʊ.təʊˌkɒp.i.ər
photocopiers, REF, photocopier
photocopier, UKPRON, ˈfəʊ.təʊˌkɒp.i.ər
photocopies, REF, photocopy
photocopy, UKPRON, ˈfəʊ.təʊˌkɒp.i
photocopy, UKPRON, ˈfəʊ.təʊˌkɒp.i
photocopying, REF, photocopy
photocopy, UKPRON, ˈfəʊ.təʊˌkɒp.i
photoelectric, UKPRON, ˌfəʊ.təʊ.ɪˈlek.trɪk
photoelectrically, NA, Not in dictionary
photogenic, UKPRON, ˌfəʊ.təˈdʒen.ɪk
photograph, UKPRON, ˈfəʊ.tə.ɡrɑːf
photographed, REF, photograph
photograph, UKPRON, ˈfəʊ.tə.ɡrɑːf
photographer, UKPRON, fəˈtɒɡ.rə.fər
photographers, REF, photographer
photographer, UKPRON, fəˈtɒɡ.rə.fər
photographic, UKPRON, ˌfəʊ.təˈɡræf.ɪk
photographically, UKPRON, ˌfəʊ.təˈɡræf.ɪ.kəl.i
photographing, REF, photograph
photograph, UKPRON, ˈfəʊ.tə.ɡrɑːf
photographs, REF, photograph
photograph, UKPRON, ˈfəʊ.tə.ɡrɑːf
photography, UKPRON, fəˈtɒɡ.rə.fi
photolysis, NA, Not in dictionary
photolytic, NA, Not in dictionary
photometric, NA, Not in dictionary
photometrically, NA, Not in dictionary
photometry, UKPRON, fəʊˈtɒm.ə.tri
photomultiplier, NA, Not in dictionary
photon, UKPRON, ˈfəʊ.tɒn
photons, REF, photon
photon, UKPRON, ˈfəʊ.tɒn
photoreceptor, NA, Not in dictionary
photos, REF, photo
photo, UKPRON, ˈfəʊ.təʊ
photo, UKPRON, fəʊ.təʊ-
photosensitive, UKPRON, ˌfəʊ.təʊˈsen.sɪ.tɪv
photosphere, NA, Not in dictionary
photostat, UKPRON, ˈfəʊ.tə.stæt
photosynthesis, UKPRON, ˌfəʊ.təʊˈsɪn.θə.sɪs
photosynthesising, REF, photosynthesize
photosynthesize, UKPRON, ˌfəʊ.təʊˈsɪn.θə.saɪz
photosynthetic, NA, Not in dictionary
photosynthetically, NA, Not in dictionary
phototypesetter, NA, Not in dictionary
phototypesetting, NA, Not in dictionary
photovoltaic, UKPRON, ˌfəʊ.təʊ.vɒlˈteɪ.ɪk
phrasal, UKPRON, ˈfreɪ.zəl
phrase, UKPRON, freɪz
phrasebook, REF, phrase-book
phrase-book, UKPRON, ˈfreɪz ˌbʊk
phrased, REF, phrase
phrase, UKPRON, freɪz
phraseology, UKPRON, ˌfreɪ.ziˈɒl.ə.dʒi
phrases, REF, phrase
phrase, UKPRON, freɪz
phrasing, UKPRON, ˈfreɪ.zɪŋ
phrenological, NA, Not in dictionary
phrenologically, NA, Not in dictionary
phrenologists, NA, Not in dictionary
phrenology, UKPRON, frɪˈnɒl.ə.dʒi
phyla, REF, phylum
phylum, UKPRON, ˈfaɪ.ləm
phylactery, NA, Not in dictionary
phylogenetic, NA, Not in dictionary
phylogeny, NA, Not in dictionary
phylum, UKPRON, ˈfaɪ.ləm
physic, REF, physic-garden
physic-garden, UKPRON, ˈfɪz.ɪk ˌɡɑː.dən
physical, UKPRON, ˈfɪz.ɪ.kəl
physicality, UKPRON, ˌfɪz.ɪˈkæl.ə.ti
physically, UKPRON, ˈfɪz.ɪ.kəl.i
physician, UKPRON, fɪˈzɪʃ.ən
physicians, REF, physician
physician, UKPRON, fɪˈzɪʃ.ən
physicist, UKPRON, ˈfɪz.ɪ.sɪst
physicists, REF, physicist
physicist, UKPRON, ˈfɪz.ɪ.sɪst
physics, UKPRON, ˈfɪz.ɪks
physio, REF, physiotherapist
physiotherapist, UKPRON, ˌfɪz.i.əʊˈθer.ə.pɪst
physio, UKPRON, ˈfɪz.i.əʊ
physiognomies, NA, Not in dictionary
physiognomy, UKPRON, ˌfɪz.iˈɒn.ə.mi
physiological, UKPRON, ˌfɪz.i.əˈlɒdʒ.ɪ.kəl
physiologically, UKPRON, ˌfɪz.i.əˈlɒdʒ.ɪ.kəl.i
physiologist, UKPRON, ˌfɪz.iˈɒl.ə.dʒɪst
physiologists, REF, physiologist
physiologist, UKPRON, ˌfɪz.iˈɒl.ə.dʒɪst
physiology, UKPRON, ˌfɪz.iˈɒl.ə.dʒi
physiotherapist, UKPRON, ˌfɪz.i.əʊˈθer.ə.pɪst
physiotherapists, REF, physiotherapist
physiotherapist, UKPRON, ˌfɪz.i.əʊˈθer.ə.pɪst
physiotherapy, UKPRON, ˌfɪz.i.əʊˈθer.ə.pi
physique, UKPRON, fɪˈziːk
phytoplankton, UKPRON, ˌfaɪ.təʊˈplæŋk.tən
pi, UKPRON, paɪ
pianissimo, NA, Not in dictionary
pianist, UKPRON, ˈpiː.ən.ɪst
pianistic, NA, Not in dictionary
pianists, REF, pianist
pianist, UKPRON, ˈpiː.ən.ɪst
piano, UKPRON, piˈæn.əʊ
pianoforte, NA, Not in dictionary
pianola, NA, Not in dictionary
piazza, UKPRON, piˈæt.sə
piazzas, REF, piazza
piazza, UKPRON, piˈæt.sə
pica, NA, Not in dictionary
picaresque, UKPRON, ˌpɪk.ərˈesk
picasso, NA, Not in dictionary
piccolo, UKPRON, ˈpɪk.ə.ləʊ
pick, REF, pickaxe
pickaxe, UKPRON, ˈpɪk.æks
pick, UKPRON, pɪk
pickaxe, UKPRON, ˈpɪk.æks
pickaxes, REF, pickax
pickax, UKPRON, ˈpɪk.æks
picked, REF, pick
pick, REF, pickaxe
pickaxe, UKPRON, ˈpɪk.æks
pick, UKPRON, pɪk
picker, UKPRON, ˈpɪk.ər
pickerel, NA, Not in dictionary
pickerels, NA, Not in dictionary
pickers, REF, picker
picker, UKPRON, ˈpɪk.ər
picket, UKPRON, ˈpɪk.ɪt
picketed, REF, picket
picket, UKPRON, ˈpɪk.ɪt
picketing, UKPRON, ˈpɪk.ɪ.tɪŋ
pickets, REF, picket
picket, UKPRON, ˈpɪk.ɪt
picking, REF, order-picking
order-picking, NA, No UK phonetics
picking, NA, No UK phonetics
pickings, UKPRON, ˈpɪk.ɪŋz
pickle, UKPRON, ˈpɪk.əl
pickled, UKPRON, ˈpɪk.əld
pickles, REF, pickle
pickle, UKPRON, ˈpɪk.əl
pickling, UKPRON, ˈpɪk.əl.ɪŋ
pickpocket, UKPRON, ˈpɪkˌpɒk.ɪt
pickpocketing, UKPRON, ˈpɪkˌpɒk.ɪ.tɪŋ
pickpockets, REF, pickpocket
pickpocket, UKPRON, ˈpɪkˌpɒk.ɪt
picks, REF, pick
pick, REF, pickaxe
pickaxe, UKPRON, ˈpɪk.æks
pick, UKPRON, pɪk
pickup, REF, pickup-truck
pickup-truck, UKPRON, ˈpɪk.ʌp ˌtrʌk
pickup, UKPRON, ˈpɪk.ʌp
pickups, REF, pickup
pickup, REF, pickup-truck
pickup-truck, UKPRON, ˈpɪk.ʌp ˌtrʌk
pickup, UKPRON, ˈpɪk.ʌp
picnic, UKPRON, ˈpɪk.nɪk
picnicked, REF, picnic
picnic, UKPRON, ˈpɪk.nɪk
picnickers, REF, picnicker
picnicker, UKPRON, ˈpɪk.nɪ.kər
picnicking, REF, picnic
picnic, UKPRON, ˈpɪk.nɪk
picnics, REF, picnic
picnic, UKPRON, ˈpɪk.nɪk
picoseconds, NA, Not in dictionary
pictogram, UKPRON, ˈpɪk.tə.ɡræm
pictograms, REF, pictogram
pictogram, UKPRON, ˈpɪk.tə.ɡræm
pictographic, NA, Not in dictionary
pictorial, UKPRON, pɪkˈtɔː.ri.əl
pictorially, UKPRON, pɪkˈtɔː.ri.ə.li
pictural, NA, Not in dictionary
picture, UKPRON, ˈpɪk.tʃər
pictured, REF, picture
picture, UKPRON, ˈpɪk.tʃər
pictures, REF, picture
picture, UKPRON, ˈpɪk.tʃər
picturesque, UKPRON, ˌpɪk.tʃərˈesk
picturesquely, UKPRON, ˌpɪk.tʃərˈesk.li
picturesqueness, UKPRON, ˌpɪk.tʃərˈesk.nəs
picturing, REF, picture
picture, UKPRON, ˈpɪk.tʃər
pidgin, UKPRON, ˈpɪdʒ.ɪn
pie, UKPRON, paɪ
pie, REF, proto-indo-european
proto-indo-european, UKPRON, ˌprəʊ.təʊˌɪn.dəʊˌjʊə.rəˈpiː.ən
pie, UKPRON, paɪ
piebald, UKPRON, ˈpaɪ.bɔːld
piece, UKPRON, piːs
piece, UKPRON,  -piːs
pieced, REF, piece-together-something
piece-together-something, NA, No UK prononciation
piecemeal, UKPRON, ˈpiːs.miːl
pieces, REF, piece
piece, UKPRON, piːs
piece, UKPRON,  -piːs
piecewise, NA, Not in dictionary
piecework, UKPRON, ˈpiːs.wɜːk
piecing, REF, piece-together-something
piece-together-something, NA, No UK prononciation
pied, UKPRON, paɪd
pier, UKPRON, pɪər
pierce, UKPRON, pɪəs
pierced, REF, pierce
pierce, UKPRON, pɪəs
piercer, NA, Not in dictionary
piercers, NA, Not in dictionary
pierces, REF, pierce
pierce, UKPRON, pɪəs
piercing, UKPRON, ˈpɪə.sɪŋ
piercingly, UKPRON, ˈpɪə.sɪŋ.li
piers, REF, pier
pier, UKPRON, pɪər
pies, REF, pie
pie, UKPRON, paɪ
pie, REF, proto-indo-european
proto-indo-european, UKPRON, ˌprəʊ.təʊˌɪn.dəʊˌjʊə.rəˈpiː.ən
pie, UKPRON, paɪ
pieta, NA, Not in dictionary
piety, UKPRON, ˈpaɪ.ə.ti
piezoelectric, UKPRON, ˌpiː.zəʊ.ɪˈlek.trɪk
piffle, UKPRON, ˈpɪf.əl
pig, UKPRON, pɪɡ
pigeon, UKPRON, ˈpɪdʒ.ən
pigeons, REF, pigeon
pigeon, UKPRON, ˈpɪdʒ.ən
piggery, NA, Not in dictionary
piggish, NA, Not in dictionary
piggy, UKPRON, ˈpɪɡ.i
piggyback, UKPRON, ˈpɪɡ.i.bæk
piglet, UKPRON, ˈpɪɡ.lət
piglets, REF, piglet
piglet, UKPRON, ˈpɪɡ.lət
pigment, UKPRON, ˈpɪɡ.mənt
pigmentation, UKPRON, ˌpɪɡ.mənˈteɪ.ʃən
pigmented, UKPRON, pɪɡˈmen.tɪd
pigments, REF, pigment
pigment, UKPRON, ˈpɪɡ.mənt
pigs, REF, pig
pig, UKPRON, pɪɡ
pigsties, REF, pigpen
pigpen, UKPRON, ˈpɪɡ.pen
pigsty, UKPRON, ˈpɪɡ.staɪ
pigtail, UKPRON, ˈpɪɡ.teɪl
pigtailed, NA, Not in dictionary
pigtails, REF, pigtail
pigtail, UKPRON, ˈpɪɡ.teɪl
pike, REF, turnpike
turnpike, UKPRON, ˈtɜːn.paɪk
pike, UKPRON, paɪk
pikemen, NA, Not in dictionary
pikes, REF, pike
pike, REF, turnpike
turnpike, UKPRON, ˈtɜːn.paɪk
